0,0,0,1,1,1,TAZ
1,0,0,1,1,1,sea
2,0,0,1,1,1,sea
3,0,0,1,1,1,sea
4,0,0,1,1,1,sea
5,0,0,1,1,1,sea
6,0,0,1,1,1,sea
7,0,0,1,1,1,sea
8,0,0,1,1,1,sea
9,0,0,1,1,1,sea
10,0,0,1,1,1,sea
11,0,0,1,1,1,sea
12,0,0,1,1,1,sea
13,0,0,1,1,1,sea
14,0,0,1,1,1,sea
15,0,0,1,1,1,sea
16,0,0,1,1,1,sea
17,0,0,1,1,1,sea
18,0,0,1,1,1,sea
19,0,0,1,1,1,sea
20,0,0,1,1,1,sea
21,0,0,1,1,1,sea
22,0,0,1,1,1,sea
23,0,0,1,1,1,sea
24,0,0,1,1,1,sea
25,0,0,1,1,1,sea
26,0,0,1,1,1,sea
27,0,0,1,1,1,sea
28,0,0,1,1,1,sea
29,0,0,1,1,1,sea
30,0,0,1,1,1,sea
31,0,0,1,1,1,sea
32,0,0,1,1,1,sea
33,0,0,1,1,1,sea
34,0,0,1,1,1,sea
35,0,0,1,1,1,sea
36,0,0,1,1,1,sea
37,0,0,1,1,1,sea
38,0,0,1,1,1,sea
39,0,0,1,1,1,sea
40,0,0,1,1,1,sea
41,0,0,1,1,1,sea
42,0,0,1,1,1,sea
43,0,0,1,1,1,sea
44,0,0,1,1,1,sea
45,0,0,1,1,1,sea
46,0,0,1,1,1,sea
47,0,0,1,1,1,sea
48,0,0,1,1,1,sea
49,0,0,1,1,1,TAZ
50,0,0,1,1,1,TAZ
51,0,0,1,1,1,sea
52,0,0,1,1,1,sea
53,0,0,1,1,1,sea
54,0,0,1,1,1,sea
55,0,0,1,1,1,sea
56,0,0,1,1,1,sea
57,0,0,1,1,1,sea
58,0,0,1,1,1,sea
59,0,0,1,1,1,sea
60,0,0,1,1,1,sea
61,0,0,1,1,1,sea
62,0,0,1,1,1,sea
63,0,0,1,1,1,TAZ
0,1,0,1,1,1,sea
1,1,0,1,1,1,sea
2,1,0,1,1,1,sea
3,1,0,1,1,1,sea
4,1,0,1,1,1,sea
5,1,0,1,1,1,sea
6,1,0,1,1,1,sea
7,1,0,1,1,1,sea
8,1,0,1,1,1,sea
9,1,0,1,1,1,sea
10,1,0,1,1,1,sea
11,1,0,1,1,1,sea
12,1,0,1,1,1,sea
13,1,0,1,1,1,sea
14,1,0,1,1,1,sea
15,1,0,1,1,1,sea
16,1,0,1,1,1,sea
17,1,0,1,1,1,sea
18,1,0,1,1,1,sea
19,1,0,1,1,1,sea
20,1,0,1,1,1,sea
21,1,0,1,1,1,sea
22,1,0,1,1,1,sea
23,1,0,1,1,1,sea
24,1,0,1,1,1,sea
25,1,0,1,1,1,sea
26,1,0,1,1,1,sea
27,1,0,1,1,1,sea
28,1,0,1,1,1,sea
29,1,0,1,1,1,sea
30,1,0,1,1,1,sea
31,1,0,1,1,1,sea
32,1,0,1,1,1,sea
33,1,0,1,1,1,sea
34,1,0,1,1,1,sea
35,1,0,1,1,1,sea
36,1,0,1,1,1,sea
37,1,0,1,1,1,sea
38,1,0,1,1,1,sea
39,1,0,1,1,1,sea
40,1,0,1,1,1,sea
41,1,0,1,1,1,sea
42,1,0,1,1,1,sea
43,1,0,1,1,1,sea
44,1,0,1,1,1,sea
45,1,0,1,1,1,sea
46,1,0,1,1,1,sea
